"Tell Biden if he fixes the inflation, The gas prices, and the grocery prices… i’ll consider it.",UgyRvi3oz-A1yD19nnx4AaABAg,0,0
"Once again Fake News showing old fake news crap so we don't know what's happening over there, they should arrest all Traitors who betrayed our Country and still are , watch BBC News and you'll see what's happening now, don't trust these Stinking Traitors demacrats or their sorry fake news. God bless the True America not the Evil Traitors Demacrats.",UgySDaQnI_CkUW8OEIV4AaABAg,0,1
"The crooks in DC want to rape the world 🌎.  Cause that have raped us all they can.
These absolute crooks have met thier match.
Putin is saving the world 🌎.",UgwbOB-sGjObW7qY-ft4AaABAg,0,0
"All these people claiming that they want to fight so fight and stop trying to make me feel sorry for you.
Putin is running out of patience. Better surrender or bye bye.",UgwjGg-RCT3JTeU5eoh4AaABAg,0,0
"Kick ass Vladimir. Greatest statesman of the century. Stay strong Mr President Putin. You will prevail and save so many all over the world from bio labs and the dictators of the west.
I think you are a great man.",UgyDCaa7AhdCn34sqsN4AaABAg,0,0
those are not bombs those are flares 3:43,UgwdXN1lfUBT99ubS194AaABAg,0,0
"Ukraine ,the whole world is pray you...!!! Stay safe and strong,,Victory is yours...✌️✌️👍♥️♥️...!!!",Ugzpd-YtskiwMBD4RyB4AaABAg,0,0
"Those Ukrainians are putting up a fierce resistance, but they won’t last long without backup",UgwJQBDcmNh3oyfjqVB4AaABAg,0,0
that car was crushed because you do not rush toward an invading army at full speed.,UgzrSmvV8TAWHj_a4vN4AaABAg,0,0
Не слышали их ? youtu.be/UtXHKvF88Yk тогда  увидите солдат...,UgyFWGiB1DdEfdZqUNN4AaABAg,0,0
OSP on the ASX. 99% down. Good investment for next week?,UgwwF3T286GixBTiY1h4AaABAg,0,0
"USA, ISRAEL, NATO AND ASIAN ALLIES VS. RUSSIA, CHINA, NORTH KOREA AND IRAN...

END CORRUPTION, CRIMES, DRUG CARTEL AND TERRORISM...

#JESUS SAVES!

#BEST PC GAMES: CALL OF DUTY, RESIDENT EVIL, MEDAL OF HONOR AND TOMB RAIDER.",UgySxU5LVxxe95zpU0Z4AaABAg,0,0
Русский народ предстанет перед судом. Прямо как Германия в Нюрнберге. Путин предстанет перед международным трибуналом в Гааге.,UgzbbQrRY-lpp9uWvuF4AaABAg,0,0
"Можете назвать меня фашистом, коммунистом (все равно большая часть из Вас думает, что у нас до сих пор СССР), агрессором. Я скажу, что Россия годами просила-требовала не трогать нас, не приближаться к нам, призывала к Миру во всем Мире, но нет, Вы-Американцы решили, что можете указывать всему миру как жить, но так не бывает, мы будем бороться за Свою Страну. Просто спросите себя почему Америка вторгалась в те страны, якобы для защиты Америки и неся ""демократию"", которые вообще расположены на других континентах и как Америка там действовала - стирала города с лица земли. Россия же в свою очередь защищает себя от ""оборонительного"" блока НАТО, ракеты которого так любят смотрят в нашу сторону, да и в Украине наносятся точечные удары и закончилось это все гораздо быстрее, если бы украинские войска и наёмники со всего мира не прятались за спины мирного населения.
Задайте себе вопрос, почему так резко СМИ всех стран так стали ненавидеть Россию, стали вводиться огромные пакеты санкций, как по указке. Не доказательство ли это заранее спланированной войны с Россией, но к счастью не удавшейся и надеюсь никогда не начатой в будущем. Мы-Русские, мы хотим только Мира. Я постараюсь разместить этот текст как можно больше, под видео, где будет обсуждаться Моя Страна. Может хоть один человек, даже если он не признает мою правоту, но хотя бы задумается. Прошу прощения за сумбур, писал с телефона, экспромтом.",UgxD2Uy5P_ifggfXZtl4AaABAg,0,0
Kyiv = k.i.a.v NOT k.i.e.v,Ugx8sQHDyQIaN6MeRGl4AaABAg,0,0
Brazikowasz Sinyom Elikepadidie ! Ura...........................................................,Ugw2_Af7MoA0YoPJDZB4AaABAg,0,0
I want to recommend you all to Dr osaba on YouTube who cured my help fibroid disease and he also cured my friend from HSV disease you can reach out to him through his YouTube channel.,UgzHm9gKhegQacaHQg54AaABAg,0,0
"Preparing *Mark of the Beast* System
Jezebel Spirit -Psychological Warfare. Leadership’s the problem, not peaceful citizens in both countries",UgyNm5Iof1GcnJbTciB4AaABAg,0,0
Zelenski is a fool he's somewhere in a hideout telling his citizens to die for Ukraine! He's a devil and don't give a sh..t about the people! And yes they're going to die and he'll be somewhere on an island having a party!,UgwfLR0QiDR9CL48VYd4AaABAg,0,0
It is Kiev in English NOT NOT Kyiv. More Western propaganda.,Ugzsam5ny7VowBTeSfZ4AaABAg,0,0
RUSSIAN OKY ❤,UgyT4Ptcf4dpYYVC9pl4AaABAg,0,0
Tankes invadieron a Ucrania el odio de puntin va más allá y es su planes retorcido 🌫️🌫️🌫️😷😷😷😷😷😷😷😷🌫️🌫️💨💨💨💨💨💨🌫️🌫️🌫️🌫️🌫️💨💨🌎🌏🌍🥢🥢🥢🥢🥢🥢🥢🥢🌍🌍🌏🌎🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🌎🌏🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺Rusia ataka a la fuerza a latinoamerica,UgzCnXRFdieRzthWzBx4AaABAg,0,0
"The United States need to get involved, we got a bunch of pussies I in 
Office

office",Ugxu3cILgdeBtLhU_ax4AaABAg,0,0
"Sending my highest hopes and sincerest prayers for the Ukranians, from here in the Philippines 🇵🇭",UgyCvo9SoTWJ6NtkoEZ4AaABAg,0,0
Dont wory...its only a colleteral damage just like iraq syria or afghanistan,UgxHQku31WwwwB73F-x4AaABAg,0,0
"I feel so bad for the families in Ukraine, I hope they stay super strong ❤︎❤︎❤︎❤︎",Ugw8O7JMCNVD06wqIHR4AaABAg,0,0
"Russia Win, Ukrainian can f*** off",UgxTVZ_wtiqmaz6ntFN4AaABAg,0,1
"4:18 fake news, they didn't die",UgzuQevSbZjSdr01kc94AaABAg,0,2
🇵🇭🇵🇭🇵🇭🇵🇭💪💪💪✊✊✈️✈️✈️✊✊✊✊🔥🔥🔥🔥,Ugwxzqtv6jqI96fEb5B4AaABAg,0,0
"Stand strong, Ukraine. My heart goes out to every single Ukrainian out there. Your bravery is admirable 🇺🇦",UgxJaEYlKVmm_AO5vaV4AaABAg,1,0
I don't understand is Ukraine actually winning the fight or losing the fight and what happened to the US troops?,Ugww41IYU3NjQmB0NXR4AaABAg,0,0
